"","metric","variable","value","year","month","raw_value","untrans_value"
"49","Operating Cash Flow Growth % YOY","X2007.12",NA,"2007","12","",NA
"50","Free Cash Flow Growth % YOY","X2007.12",NA,"2007","12","",NA
"51","Cap Ex as a % of Sales","X2007.12",NA,"2007","12","",NA
"52","Free Cash Flow/Sales %","X2007.12",0.0252,"2007","12","2.52",2.52
"53","Free Cash Flow/Net Income","X2007.12",0.27,"2007","12","0.27",0.27
"54","Cash & Short-Term Investments","X2007.12",2.33,"2007","12","2.33",2.33
"55","Accounts Receivable","X2007.12",2.62,"2007","12","2.62",2.62
"56","Inventory","X2007.12",NA,"2007","12","",NA
"57","Other Current Assets","X2007.12",NA,"2007","12","",NA
"58","Total Current Assets","X2007.12",NA,"2007","12","",NA
"59","Net PP&E","X2007.12",NA,"2007","12","",NA
"60","Intangibles","X2007.12",0.88,"2007","12","0.88",0.88
"61","Other Long-Term Assets","X2007.12",NA,"2007","12","",NA
"62","Total Assets","X2007.12",100,"2007","12","100.00",100
"63","Accounts Payable","X2007.12",0.32,"2007","12","0.32",0.32
"64","Short-Term Debt","X2007.12",0.12,"2007","12","0.12",0.12
"65","Taxes Payable","X2007.12",NA,"2007","12","",NA
"66","Accrued Liabilities","X2007.12",NA,"2007","12","",NA
"67","Other Short-Term Liabilities","X2007.12",NA,"2007","12","",NA
"68","Total Current Liabilities","X2007.12",NA,"2007","12","",NA
"69","Long-Term Debt","X2007.12",2.52,"2007","12","2.52",2.52
"70","Other Long-Term Liabilities","X2007.12",NA,"2007","12","",NA
"71","Total Liabilities","X2007.12",93.7,"2007","12","93.70",93.7
"72","Total Stockholders' Equity","X2007.12",6.3,"2007","12","6.30",6.3
"73","Total Liabilities & Equity","X2007.12",100,"2007","12","100.00",100
"74","Current Ratio","X2007.12",NA,"2007","12","",NA
"75","Quick Ratio","X2007.12",NA,"2007","12","",NA
"76","Financial Leverage","X2007.12",15.88,"2007","12","15.88",15.88
"77","Debt/Equity","X2007.12",0.4,"2007","12","0.40",0.4
"78","Days Sales Outstanding","X2007.12",NA,"2007","12","",NA
"79","Days Inventory","X2007.12",NA,"2007","12","",NA
"80","Payables Period","X2007.12",NA,"2007","12","",NA
"81","Cash Conversion Cycle","X2007.12",NA,"2007","12","",NA
"82","Receivables Turnover","X2007.12",NA,"2007","12","",NA
"83","Inventory Turnover","X2007.12",NA,"2007","12","",NA
"84","Fixed Assets Turnover","X2007.12",NA,"2007","12","",NA
"85","Asset Turnover","X2007.12",0.1,"2007","12","0.10",0.1
"86","Revenue USD Mil","X2008.12",50984000000,"2008","12","50,984",50984
"87","Gross Margin %","X2008.12",NA,"2008","12","",NA
"88","Operating Income USD Mil","X2008.12",5061000000,"2008","12","5,061",5061
"89","Operating Margin %","X2008.12",0.099,"2008","12","9.9",9.9
"90","Net Income USD Mil","X2008.12",3209000000,"2008","12","3,209",3209
"91","Earnings Per Share USD","X2008.12",4.14,"2008","12","4.14",4.14
"92","Dividends USD","X2008.12",0.74,"2008","12","0.74",0.74
"93","Payout Ratio % *","X2008.12",0.163,"2008","12","16.3",16.3
"94","Shares Mil","X2008.12",745000000,"2008","12","745",745
"95","Book Value Per Share * USD","X2008.12",29.91,"2008","12","29.91",29.91
"96","Operating Cash Flow USD Mil","X2008.12",10703000000,"2008","12","10,703",10703
"97","Cap Spending USD Mil","X2008.12",NA,"2008","12","",NA
"98","Free Cash Flow USD Mil","X2008.12",10703000000,"2008","12","10,703",10703
"99","Free Cash Flow Per Share * USD","X2008.12",14.37,"2008","12","14.37",14.37
"100","Working Capital USD Mil","X2008.12",NA,"2008","12","",NA
"101","Revenue","X2008.12",100,"2008","12","100.00",100
"102","COGS","X2008.12",NA,"2008","12","",NA
"103","Gross Margin","X2008.12",NA,"2008","12","",NA
"104","SG&A","X2008.12",14.18,"2008","12","14.18",14.18
"105","R&D","X2008.12",NA,"2008","12","",NA
"106","Other","X2008.12",75.89,"2008","12","75.89",75.89
"107","Operating Margin","X2008.12",9.93,"2008","12","9.93",9.93
"108","Net Int Inc & Other","X2008.12",NA,"2008","12","",NA
"109","EBT Margin","X2008.12",9.93,"2008","12","9.93",9.93
"110","Tax Rate %","X2008.12",0.3104,"2008","12","31.04",31.04
"111","Net Margin %","X2008.12",0.0605,"2008","12","6.05",6.05
"112","Asset Turnover (Average)","X2008.12",0.1,"2008","12","0.10",0.1
"113","Return on Assets %","X2008.12",0.0058,"2008","12","0.58",0.58
"114","Financial Leverage (Average)","X2008.12",21.14,"2008","12","21.14",21.14
"115","Return on Equity %","X2008.12",0.1047,"2008","12","10.47",10.47
"116","Return on Invested Capital %","X2008.12",NA,"2008","12","",NA
"117","Interest Coverage","X2008.12",NA,"2008","12","",NA
"118","Year over Year","X2008.12",-3.81,"2008","12","-3.81",-3.81
"119","3-Year Average","X2008.12",4.43,"2008","12","4.43",4.43
"120","5-Year Average","X2008.12",7.34,"2008","12","7.34",7.34
"121","10-Year Average","X2008.12",6.75,"2008","12","6.75",6.75
"122","Year over Year","X2008.12",-15.71,"2008","12","-15.71",-15.71
"123","3-Year Average","X2008.12",4.98,"2008","12","4.98",4.98
"124","5-Year Average","X2008.12",14.12,"2008","12","14.12",14.12
"125","10-Year Average","X2008.12",9.93,"2008","12","9.93",9.93
"126","Year over Year","X2008.12",-25.67,"2008","12","-25.67",-25.67
"127","3-Year Average","X2008.12",-12.03,"2008","12","-12.03",-12.03
"128","5-Year Average","X2008.12",7.68,"2008","12","7.68",7.68
"129","10-Year Average","X2008.12",9.1,"2008","12","9.10",9.1
"130","Year over Year","X2008.12",-24.45,"2008","12","-24.45",-24.45
"131","3-Year Average","X2008.12",-12.41,"2008","12","-12.41",-12.41
"132","5-Year Average","X2008.12",7.09,"2008","12","7.09",7.09
"133","10-Year Average","X2008.12",NA,"2008","12","",NA
"134","Operating Cash Flow Growth % YOY","X2008.12",NA,"2008","12","",NA
"135","Free Cash Flow Growth % YOY","X2008.12",NA,"2008","12","",NA
"136","Cap Ex as a % of Sales","X2008.12",NA,"2008","12","",NA
"137","Free Cash Flow/Sales %","X2008.12",0.2099,"2008","12","20.99",20.99
"138","Free Cash Flow/Net Income","X2008.12",3.34,"2008","12","3.34",3.34
"139","Cash & Short-Term Investments","X2008.12",7.59,"2008","12","7.59",7.59
"140","Accounts Receivable","X2008.12",3.38,"2008","12","3.38",3.38
"141","Inventory","X2008.12",NA,"2008","12","",NA
"142","Other Current Assets","X2008.12",NA,"2008","12","",NA
"143","Total Current Assets","X2008.12",NA,"2008","12","",NA
"144","Net PP&E","X2008.12",NA,"2008","12","",NA
"145","Intangibles","X2008.12",1,"2008","12","1.00",1
"146","Other Long-Term Assets","X2008.12",NA,"2008","12","",NA
"147","Total Assets","X2008.12",100,"2008","12","100.00",100
"148","Accounts Payable","X2008.12",6.26,"2008","12","6.26",6.26
"149","Short-Term Debt","X2008.12",0.53,"2008","12","0.53",0.53
"150","Taxes Payable","X2008.12",0.07,"2008","12","0.07",0.07
"151","Accrued Liabilities","X2008.12",NA,"2008","12","",NA
"152","Other Short-Term Liabilities","X2008.12",NA,"2008","12","",NA
"153","Total Current Liabilities","X2008.12",NA,"2008","12","",NA
"154","Long-Term Debt","X2008.12",2.68,"2008","12","2.68",2.68
"155","Other Long-Term Liabilities","X2008.12",NA,"2008","12","",NA
"156","Total Liabilities","X2008.12",95.27,"2008","12","95.27",95.27
"157","Total Stockholders' Equity","X2008.12",4.73,"2008","12","4.73",4.73
"158","Total Liabilities & Equity","X2008.12",100,"2008","12","100.00",100
"159","Current Ratio","X2008.12",NA,"2008","12","",NA
"160","Quick Ratio","X2008.12",NA,"2008","12","",NA
"161","Financial Leverage","X2008.12",21.14,"2008","12","21.14",21.14
"162","Debt/Equity","X2008.12",0.57,"2008","12","0.57",0.57
"163","Days Sales Outstanding","X2008.12",NA,"2008","12","",NA
"164","Days Inventory","X2008.12",NA,"2008","12","",NA
"165","Payables Period","X2008.12",NA,"2008","12","",NA
"166","Cash Conversion Cycle","X2008.12",NA,"2008","12","",NA
"167","Receivables Turnover","X2008.12",NA,"2008","12","",NA
"168","Inventory Turnover","X2008.12",NA,"2008","12","",NA
"169","Fixed Assets Turnover","X2008.12",NA,"2008","12","",NA
"170","Asset Turnover","X2008.12",0.1,"2008","12","0.10",0.1
"171","Revenue USD Mil","X2009.12",41057000000,"2009","12","41,057",41057
"172","Gross Margin %","X2009.12",NA,"2009","12","",NA
"173","Operating Income USD Mil","X2009.12",-4334000000,"2009","12","-4,334",-4334
"174","Operating Margin %","X2009.12",-0.106,"2009","12","-10.6",-10.6
"175","Net Income USD Mil","X2009.12",-2246000000,"2009","12","-2,246",-2246
"176","Earnings Per Share USD","X2009.12",-2.89,"2009","12","-2.89",-2.89
"177","Dividends USD","X2009.12",0.74,"2009","12","0.74",0.74
"178","Payout Ratio % *","X2009.12",NA,"2009","12","",NA
"179","Shares Mil","X2009.12",818000000,"2009","12","818",818
"180","Book Value Per Share * USD","X2009.12",40.45,"2009","12","40.45",40.45
"181","Operating Cash Flow USD Mil","X2009.12",3803000000,"2009","12","3,803",3803
"182","Cap Spending USD Mil","X2009.12",-579000000,"2009","12","-579",-579
"183","Free Cash Flow USD Mil","X2009.12",3224000000,"2009","12","3,224",3224
"184","Free Cash Flow Per Share * USD","X2009.12",3.94,"2009","12","3.94",3.94
"185","Working Capital USD Mil","X2009.12",NA,"2009","12","",NA
"186","Revenue","X2009.12",100,"2009","12","100.00",100
"187","COGS","X2009.12",NA,"2009","12","",NA
"188","Gross Margin","X2009.12",NA,"2009","12","",NA
"189","SG&A","X2009.12",20.88,"2009","12","20.88",20.88
"190","R&D","X2009.12",NA,"2009","12","",NA
"191","Other","X2009.12",89.67,"2009","12","89.67",89.67
"192","Operating Margin","X2009.12",-10.56,"2009","12","-10.56",-10.56
"193","Net Int Inc & Other","X2009.12",NA,"2009","12","",NA
"194","EBT Margin","X2009.12",-10.56,"2009","12","-10.56",-10.56
"195","Tax Rate %","X2009.12",NA,"2009","12","",NA
"196","Net Margin %","X2009.12",-0.0577,"2009","12","-5.77",-5.77
"197","Asset Turnover (Average)","X2009.12",0.08,"2009","12","0.08",0.08
"198","Return on Assets %","X2009.12",-0.0046,"2009","12","-0.46",-0.46
"199","Financial Leverage (Average)","X2009.12",16.28,"2009","12","16.28",16.28
"200","Return on Equity %","X2009.12",-0.0833,"2009","12","-8.33",-8.33
"201","Return on Invested Capital %","X2009.12",NA,"2009","12","",NA
"202","Interest Coverage","X2009.12",NA,"2009","12","",NA
"203","Year over Year","X2009.12",-19.48,"2009","12","-19.48",-19.48
"204","3-Year Average","X2009.12",-5.33,"2009","12","-5.33",-5.33
"205","5-Year Average","X2009.12",1.03,"2009","12","1.03",1.03
"206","10-Year Average","X2009.12",5.19,"2009","12","5.19",5.19
"207","Year over Year","X2009.12",NA,"2009","12","",NA
"208","3-Year Average","X2009.12",NA,"2009","12","",NA
"209","5-Year Average","X2009.12",NA,"2009","12","",NA
"210","10-Year Average","X2009.12",NA,"2009","12","",NA
"211","Year over Year","X2009.12",NA,"2009","12","",NA
"212","3-Year Average","X2009.12",NA,"2009","12","",NA
"213","5-Year Average","X2009.12",NA,"2009","12","",NA
"214","10-Year Average","X2009.12",NA,"2009","12","",NA
"215","Year over Year","X2009.12",NA,"2009","12","",NA
"216","3-Year Average","X2009.12",NA,"2009","12","",NA
"217","5-Year Average","X2009.12",NA,"2009","12","",NA
"218","10-Year Average","X2009.12",NA,"2009","12","",NA
"219","Operating Cash Flow Growth % YOY","X2009.12",NA,"2009","12","",NA
"220","Free Cash Flow Growth % YOY","X2009.12",NA,"2009","12","",NA
"221","Cap Ex as a % of Sales","X2009.12",0.0141,"2009","12","1.41",1.41
"222","Free Cash Flow/Sales %","X2009.12",0.0785,"2009","12","7.85",7.85
"223","Free Cash Flow/Net Income","X2009.12",-1.44,"2009","12","-1.44",-1.44
"224","Cash & Short-Term Investments","X2009.12",3.43,"2009","12","3.43",3.43
"225","Accounts Receivable","X2009.12",3.16,"2009","12","3.16",3.16
"226","Inventory","X2009.12",NA,"2009","12","",NA
"227","Other Current Assets","X2009.12",NA,"2009","12","",NA
"228","Total Current Assets","X2009.12",NA,"2009","12","",NA
"229","Net PP&E","X2009.12",NA,"2009","12","",NA
"230","Intangibles","X2009.12",0.94,"2009","12","0.94",0.94
"231","Other Long-Term Assets","X2009.12",NA,"2009","12","",NA
"232","Total Assets","X2009.12",100,"2009","12","100.00",100
"233","Accounts Payable","X2009.12",4.63,"2009","12","4.63",4.63
"234","Short-Term Debt","X2009.12",0.17,"2009","12","0.17",0.17
"235","Taxes Payable","X2009.12",NA,"2009","12","",NA
"236","Accrued Liabilities","X2009.12",NA,"2009","12","",NA
"237","Other Short-Term Liabilities","X2009.12",NA,"2009","12","",NA
"238","Total Current Liabilities","X2009.12",NA,"2009","12","",NA
"239","Long-Term Debt","X2009.12",3.04,"2009","12","3.04",3.04
"240","Other Long-Term Liabilities","X2009.12",NA,"2009","12","",NA
"241","Total Liabilities","X2009.12",93.86,"2009","12","93.86",93.86
"242","Total Stockholders' Equity","X2009.12",6.14,"2009","12","6.14",6.14
"243","Total Liabilities & Equity","X2009.12",100,"2009","12","100.00",100
"244","Current Ratio","X2009.12",NA,"2009","12","",NA
"245","Quick Ratio","X2009.12",NA,"2009","12","",NA
"246","Financial Leverage","X2009.12",16.28,"2009","12","16.28",16.28
"247","Debt/Equity","X2009.12",0.5,"2009","12","0.50",0.5
"248","Days Sales Outstanding","X2009.12",NA,"2009","12","",NA
"249","Days Inventory","X2009.12",NA,"2009","12","",NA
"250","Payables Period","X2009.12",NA,"2009","12","",NA
"251","Cash Conversion Cycle","X2009.12",NA,"2009","12","",NA
"252","Receivables Turnover","X2009.12",NA,"2009","12","",NA
"253","Inventory Turnover","X2009.12",NA,"2009","12","",NA
"254","Fixed Assets Turnover","X2009.12",NA,"2009","12","",NA
"255","Asset Turnover","X2009.12",0.08,"2009","12","0.08",0.08
"256","Revenue USD Mil","X2010.12",52247000000,"2010","12","52,247",52247
"257","Gross Margin %","X2010.12",NA,"2010","12","",NA
"258","Operating Income USD Mil","X2010.12",3729000000,"2010","12","3,729",3729
"259","Operating Margin %","X2010.12",0.071,"2010","12","7.1",7.1
"260","Net Income USD Mil","X2010.12",2667000000,"2010","12","2,667",2667
"261","Earnings Per Share USD","X2010.12",2.86,"2010","12","2.86",2.86
"262","Dividends USD","X2010.12",0.74,"2010","12","0.74",0.74
"263","Payout Ratio % *","X2010.12",0.248,"2010","12","24.8",24.8
"264","Shares Mil","X2010.12",890000000,"2010","12","890",890
"265","Book Value Per Share * USD","X2010.12",49.32,"2010","12","49.32",49.32
"266","Operating Cash Flow USD Mil","X2010.12",7996000000,"2010","12","7,996",7996
"267","Cap Spending USD Mil","X2010.12",NA,"2010","12","",NA
"268","Free Cash Flow USD Mil","X2010.12",7996000000,"2010","12","7,996",7996
"269","Free Cash Flow Per Share * USD","X2010.12",8.99,"2010","12","8.99",8.99
"270","Working Capital USD Mil","X2010.12",NA,"2010","12","",NA
"271","Revenue","X2010.12",100,"2010","12","100.00",100
"272","COGS","X2010.12",NA,"2010","12","",NA
"273","Gross Margin","X2010.12",NA,"2010","12","",NA
"274","SG&A","X2010.12",18.15,"2010","12","18.15",18.15
"275","R&D","X2010.12",NA,"2010","12","",NA
"276","Other","X2010.12",74.71,"2010","12","74.71",74.71
"277","Operating Margin","X2010.12",7.14,"2010","12","7.14",7.14
"278","Net Int Inc & Other","X2010.12",NA,"2010","12","",NA
"279","EBT Margin","X2010.12",7.14,"2010","12","7.14",7.14
"280","Tax Rate %","X2010.12",0.2984,"2010","12","29.84",29.84
"281","Net Margin %","X2010.12",0.0506,"2010","12","5.06",5.06
"282","Asset Turnover (Average)","X2010.12",0.08,"2010","12","0.08",0.08
"283","Return on Assets %","X2010.12",0.0042,"2010","12","0.42",0.42
"284","Financial Leverage (Average)","X2010.12",15.03,"2010","12","15.03",15.03
"285","Return on Equity %","X2010.12",0.0653,"2010","12","6.53",6.53
"286","Return on Invested Capital %","X2010.12",NA,"2010","12","",NA
"287","Interest Coverage","X2010.12",NA,"2010","12","",NA
"288","Year over Year","X2010.12",28.4,"2010","12","28.40",28.4
"289","3-Year Average","X2010.12",-0.18,"2010","12","-0.18",-0.18
"290","5-Year Average","X2010.12",3.32,"2010","12","3.32",3.32
"291","10-Year Average","X2010.12",5.14,"2010","12","5.14",5.14
"292","Year over Year","X2010.12",NA,"2010","12","",NA
"293","3-Year Average","X2010.12",-13.14,"2010","12","-13.14",-13.14
"294","5-Year Average","X2010.12",-2.09,"2010","12","-2.09",-2.09
"295","10-Year Average","X2010.12",10.83,"2010","12","10.83",10.83
"296","Year over Year","X2010.12",NA,"2010","12","",NA
"297","3-Year Average","X2010.12",-13.54,"2010","12","-13.54",-13.54
"298","5-Year Average","X2010.12",-9.96,"2010","12","-9.96",-9.96
"299","10-Year Average","X2010.12",11.34,"2010","12","11.34",11.34
"300","Year over Year","X2010.12",NA,"2010","12","",NA
"301","3-Year Average","X2010.12",-18.19,"2010","12","-18.19",-18.19
"302","5-Year Average","X2010.12",-13.4,"2010","12","-13.40",-13.4
"303","10-Year Average","X2010.12",7.25,"2010","12","7.25",7.25
"304","Operating Cash Flow Growth % YOY","X2010.12",NA,"2010","12","",NA
"305","Free Cash Flow Growth % YOY","X2010.12",NA,"2010","12","",NA
"306","Cap Ex as a % of Sales","X2010.12",NA,"2010","12","",NA
"307","Free Cash Flow/Sales %","X2010.12",0.153,"2010","12","15.30",15.3
"308","Free Cash Flow/Net Income","X2010.12",3,"2010","12","3.00",3
"309","Cash & Short-Term Investments","X2010.12",3.07,"2010","12","3.07",3.07
"310","Accounts Receivable","X2010.12",2.71,"2010","12","2.71",2.71
"311","Inventory","X2010.12",NA,"2010","12","",NA
"312","Other Current Assets","X2010.12",NA,"2010","12","",NA
"313","Total Current Assets","X2010.12",NA,"2010","12","",NA
"314","Net PP&E","X2010.12",NA,"2010","12","",NA
"315","Intangibles","X2010.12",1.61,"2010","12","1.61",1.61
"316","Other Long-Term Assets","X2010.12",NA,"2010","12","",NA
"317","Total Assets","X2010.12",100,"2010","12","100.00",100
"318","Accounts Payable","X2010.12",3.77,"2010","12","3.77",3.77
"319","Short-Term Debt","X2010.12",0.04,"2010","12","0.04",0.04
"320","Taxes Payable","X2010.12",0.04,"2010","12","0.04",0.04
"321","Accrued Liabilities","X2010.12",NA,"2010","12","",NA
"322","Other Short-Term Liabilities","X2010.12",NA,"2010","12","",NA
"323","Total Current Liabilities","X2010.12",NA,"2010","12","",NA
"324","Long-Term Debt","X2010.12",4.94,"2010","12","4.94",4.94
"325","Other Long-Term Liabilities","X2010.12",NA,"2010","12","",NA
"326","Total Liabilities","X2010.12",93.35,"2010","12","93.35",93.35
"327","Total Stockholders' Equity","X2010.12",6.65,"2010","12","6.65",6.65
"328","Total Liabilities & Equity","X2010.12",100,"2010","12","100.00",100
"329","Current Ratio","X2010.12",NA,"2010","12","",NA
"330","Quick Ratio","X2010.12",NA,"2010","12","",NA
"331","Financial Leverage","X2010.12",15.03,"2010","12","15.03",15.03
"332","Debt/Equity","X2010.12",0.74,"2010","12","0.74",0.74
"333","Days Sales Outstanding","X2010.12",NA,"2010","12","",NA
"334","Days Inventory","X2010.12",NA,"2010","12","",NA
"335","Payables Period","X2010.12",NA,"2010","12","",NA
"336","Cash Conversion Cycle","X2010.12",NA,"2010","12","",NA
"337","Receivables Turnover","X2010.12",NA,"2010","12","",NA
"338","Inventory Turnover","X2010.12",NA,"2010","12","",NA
"339","Fixed Assets Turnover","X2010.12",NA,"2010","12","",NA
"340","Asset Turnover","X2010.12",0.08,"2010","12","0.08",0.08
"341","Revenue USD Mil","X2011.12",70241000000,"2011","12","70,241",70241
"342","Gross Margin %","X2011.12",NA,"2011","12","",NA
"343","Operating Income USD Mil","X2011.12",9184000000,"2011","12","9,184",9184
"344","Operating Margin %","X2011.12",0.131,"2011","12","13.1",13.1
"345","Net Income USD Mil","X2011.12",6423000000,"2011","12","6,423",6423
"346","Earnings Per Share USD","X2011.12",5.76,"2011","12","5.76",5.76
"347","Dividends USD","X2011.12",0.74,"2011","12","0.74",0.74
"348","Payout Ratio % *","X2011.12",0.143,"2011","12","14.3",14.3
"349","Shares Mil","X2011.12",1068000000,"2011","12","1,068",1068
"350","Book Value Per Share * USD","X2011.12",57.04,"2011","12","57.04",57.04
"351","Operating Cash Flow USD Mil","X2011.12",10290000000,"2011","12","10,290",10290
"352","Cap Spending USD Mil","X2011.12",NA,"2011","12","",NA
"353","Free Cash Flow USD Mil","X2011.12",10290000000,"2011","12","10,290",10290
"354","Free Cash Flow Per Share * USD","X2011.12",11.22,"2011","12","11.22",11.22
"355","Working Capital USD Mil","X2011.12",NA,"2011","12","",NA
"356","Revenue","X2011.12",100,"2011","12","100.00",100
"357","COGS","X2011.12",NA,"2011","12","",NA
"358","Gross Margin","X2011.12",NA,"2011","12","",NA
"359","SG&A","X2011.12",21.05,"2011","12","21.05",21.05
"360","R&D","X2011.12",NA,"2011","12","",NA
"361","Other","X2011.12",65.88,"2011","12","65.88",65.88
"362","Operating Margin","X2011.12",13.07,"2011","12","13.07",13.07
"363","Net Int Inc & Other","X2011.12",NA,"2011","12","",NA
"364","EBT Margin","X2011.12",13.07,"2011","12","13.07",13.07
"365","Tax Rate %","X2011.12",0.3067,"2011","12","30.67",30.67
"366","Net Margin %","X2011.12",0.0955,"2011","12","9.55",9.55
"367","Asset Turnover (Average)","X2011.12",0.09,"2011","12","0.09",0.09
"368","Return on Assets %","X2011.12",0.0088,"2011","12","0.88",0.88
"369","Financial Leverage (Average)","X2011.12",13.37,"2011","12","13.37",13.37
"370","Return on Equity %","X2011.12",0.1238,"2011","12","12.38",12.38
"371","Return on Invested Capital %","X2011.12",NA,"2011","12","",NA
"372","Interest Coverage","X2011.12",NA,"2011","12","",NA
"373","Year over Year","X2011.12",33.28,"2011","12","33.28",33.28
"374","3-Year Average","X2011.12",11.28,"2011","12","11.28",11.28
"375","5-Year Average","X2011.12",7.74,"2011","12","7.74",7.74
"376","10-Year Average","X2011.12",8.21,"2011","12","8.21",8.21
"377","Year over Year","X2011.12",153.31,"2011","12","153.31",153.31
"378","3-Year Average","X2011.12",25.35,"2011","12","25.35",25.35
"379","5-Year Average","X2011.12",18.89,"2011","12","18.89",18.89
"380","10-Year Average","X2011.12",29.79,"2011","12","29.79",29.79
"381","Year over Year","X2011.12",150.22,"2011","12","150.22",150.22
"382","3-Year Average","X2011.12",29.57,"2011","12","29.57",29.57
"383","5-Year Average","X2011.12",2.1,"2011","12","2.10",2.1
"384","10-Year Average","X2011.12",30.89,"2011","12","30.89",30.89
"385","Year over Year","X2011.12",109.67,"2011","12","109.67",109.67
"386","3-Year Average","X2011.12",14.96,"2011","12","14.96",14.96
"387","5-Year Average","X2011.12",-4.67,"2011","12","-4.67",-4.67
"388","10-Year Average","X2011.12",26.07,"2011","12","26.07",26.07
"389","Operating Cash Flow Growth % YOY","X2011.12",NA,"2011","12","",NA
"390","Free Cash Flow Growth % YOY","X2011.12",NA,"2011","12","",NA
"391","Cap Ex as a % of Sales","X2011.12",NA,"2011","12","",NA
"392","Free Cash Flow/Sales %","X2011.12",0.1465,"2011","12","14.65",14.65
"393","Free Cash Flow/Net Income","X2011.12",1.6,"2011","12","1.60",1.6
"394","Cash & Short-Term Investments","X2011.12",3.47,"2011","12","3.47",3.47
"395","Accounts Receivable","X2011.12",2.81,"2011","12","2.81",2.81
"396","Inventory","X2011.12",NA,"2011","12","",NA
"397","Other Current Assets","X2011.12",NA,"2011","12","",NA
"398","Total Current Assets","X2011.12",NA,"2011","12","",NA
"399","Net PP&E","X2011.12",NA,"2011","12","",NA
"400","Intangibles","X2011.12",1.49,"2011","12","1.49",1.49
"401","Other Long-Term Assets","X2011.12",NA,"2011","12","",NA
"402","Total Assets","X2011.12",100,"2011","12","100.00",100
"403","Accounts Payable","X2011.12",4.34,"2011","12","4.34",4.34
"404","Short-Term Debt","X2011.12",0.09,"2011","12","0.09",0.09
"405","Taxes Payable","X2011.12",0.02,"2011","12","0.02",0.02
"406","Accrued Liabilities","X2011.12",NA,"2011","12","",NA
"407","Other Short-Term Liabilities","X2011.12",NA,"2011","12","",NA
"408","Total Current Liabilities","X2011.12",NA,"2011","12","",NA
"409","Long-Term Debt","X2011.12",3.36,"2011","12","3.36",3.36
