"","metric","variable","value","year","month","raw_value","untrans_value"
"219","Operating Cash Flow Growth % YOY","X2009.09",NA,"2009","09","",NA
"220","Free Cash Flow Growth % YOY","X2009.09",NA,"2009","09","",NA
"221","Cap Ex as a % of Sales","X2009.09",0.0567,"2009","09","5.67",5.67
"222","Free Cash Flow/Sales %","X2009.09",0.7004,"2009","09","70.04",70.04
"223","Free Cash Flow/Net Income","X2009.09",4.54,"2009","09","4.54",4.54
"224","Cash & Short-Term Investments","X2009.09",9.03,"2009","09","9.03",9.03
"225","Accounts Receivable","X2009.09",NA,"2009","09","",NA
"226","Inventory","X2009.09",NA,"2009","09","",NA
"227","Other Current Assets","X2009.09",NA,"2009","09","",NA
"228","Total Current Assets","X2009.09",NA,"2009","09","",NA
"229","Net PP&E","X2009.09",0.26,"2009","09","0.26",0.26
"230","Intangibles","X2009.09",0.95,"2009","09","0.95",0.95
"231","Other Long-Term Assets","X2009.09",NA,"2009","09","",NA
"232","Total Assets","X2009.09",100,"2009","09","100.00",100
"233","Accounts Payable","X2009.09",NA,"2009","09","",NA
"234","Short-Term Debt","X2009.09",26.47,"2009","09","26.47",26.47
"235","Taxes Payable","X2009.09",NA,"2009","09","",NA
"236","Accrued Liabilities","X2009.09",NA,"2009","09","",NA
"237","Other Short-Term Liabilities","X2009.09",NA,"2009","09","",NA
"238","Total Current Liabilities","X2009.09",NA,"2009","09","",NA
"239","Long-Term Debt","X2009.09",NA,"2009","09","",NA
"240","Other Long-Term Liabilities","X2009.09",NA,"2009","09","",NA
"241","Total Liabilities","X2009.09",94.22,"2009","09","94.22",94.22
"242","Total Stockholders' Equity","X2009.09",5.78,"2009","09","5.78",5.78
"243","Total Liabilities & Equity","X2009.09",100,"2009","09","100.00",100
"244","Current Ratio","X2009.09",NA,"2009","09","",NA
"245","Quick Ratio","X2009.09",NA,"2009","09","",NA
"246","Financial Leverage","X2009.09",19.88,"2009","09","19.88",19.88
"247","Debt/Equity","X2009.09",NA,"2009","09","",NA
"248","Days Sales Outstanding","X2009.09",NA,"2009","09","",NA
"249","Days Inventory","X2009.09",NA,"2009","09","",NA
"250","Payables Period","X2009.09",NA,"2009","09","",NA
"251","Cash Conversion Cycle","X2009.09",NA,"2009","09","",NA
"252","Receivables Turnover","X2009.09",NA,"2009","09","",NA
"253","Inventory Turnover","X2009.09",NA,"2009","09","",NA
"254","Fixed Assets Turnover","X2009.09",9.93,"2009","09","9.93",9.93
"255","Asset Turnover","X2009.09",0.03,"2009","09","0.03",0.03
"256","Revenue AUD Mil","X2010.09",21265000000,"2010","09","21,265",21265
"257","Gross Margin %","X2010.09",NA,"2010","09","",NA
"258","Operating Income AUD Mil","X2010.09",5676000000,"2010","09","5,676",5676
"259","Operating Margin %","X2010.09",0.267,"2010","09","26.7",26.7
"260","Net Income AUD Mil","X2010.09",4224000000,"2010","09","4,224",4224
"261","Earnings Per Share AUD","X2010.09",1.88,"2010","09","1.88",1.88
"262","Dividends AUD","X2010.09",2.07,"2010","09","2.07",2.07
"263","Payout Ratio % *","X2010.09",1.102,"2010","09","110.2",110.2
"264","Shares Mil","X2010.09",2113000000,"2010","09","2,113",2113
"265","Book Value Per Share * AUD","X2010.09",15.72,"2010","09","15.72",15.72
"266","Operating Cash Flow AUD Mil","X2010.09",5865000000,"2010","09","5,865",5865
"267","Cap Spending AUD Mil","X2010.09",-797000000,"2010","09","-797",-797
"268","Free Cash Flow AUD Mil","X2010.09",5068000000,"2010","09","5,068",5068
"269","Free Cash Flow Per Share * AUD","X2010.09",2.4,"2010","09","2.40",2.4
"270","Working Capital AUD Mil","X2010.09",NA,"2010","09","",NA
"271","Revenue","X2010.09",100,"2010","09","100.00",100
"272","COGS","X2010.09",NA,"2010","09","",NA
"273","Gross Margin","X2010.09",NA,"2010","09","",NA
"274","SG&A","X2010.09",27.78,"2010","09","27.78",27.78
"275","R&D","X2010.09",NA,"2010","09","",NA
"276","Other","X2010.09",32.41,"2010","09","32.41",32.41
"277","Operating Margin","X2010.09",26.69,"2010","09","26.69",26.69
"278","Net Int Inc & Other","X2010.09",-13.12,"2010","09","-13.12",-13.12
"279","EBT Margin","X2010.09",26.69,"2010","09","26.69",26.69
"280","Tax Rate %","X2010.09",0.2556,"2010","09","25.56",25.56
"281","Net Margin %","X2010.09",0.1867,"2010","09","18.67",18.67
"282","Asset Turnover (Average)","X2010.09",0.03,"2010","09","0.03",0.03
"283","Return on Assets %","X2010.09",0.0059,"2010","09","0.59",0.59
"284","Financial Leverage (Average)","X2010.09",20.16,"2010","09","20.16",20.16
"285","Return on Equity %","X2010.09",0.1187,"2010","09","11.87",11.87
"286","Return on Invested Capital %","X2010.09",NA,"2010","09","",NA
"287","Interest Coverage","X2010.09",NA,"2010","09","",NA
"288","Year over Year","X2010.09",26.75,"2010","09","26.75",26.75
"289","3-Year Average","X2010.09",-2.91,"2010","09","-2.91",-2.91
"290","5-Year Average","X2010.09",-2.05,"2010","09","-2.05",-2.05
"291","10-Year Average","X2010.09",5.13,"2010","09","5.13",5.13
"292","Year over Year","X2010.09",13.91,"2010","09","13.91",13.91
"293","3-Year Average","X2010.09",-10.16,"2010","09","-10.16",-10.16
"294","5-Year Average","X2010.09",-2.79,"2010","09","-2.79",-2.79
"295","10-Year Average","X2010.09",1.54,"2010","09","1.54",1.54
"296","Year over Year","X2010.09",63.15,"2010","09","63.15",63.15
"297","3-Year Average","X2010.09",-2.65,"2010","09","-2.65",-2.65
"298","5-Year Average","X2010.09",0.44,"2010","09","0.44",0.44
"299","10-Year Average","X2010.09",2.69,"2010","09","2.69",2.69
"300","Year over Year","X2010.09",55.59,"2010","09","55.59",55.59
"301","3-Year Average","X2010.09",-10.78,"2010","09","-10.78",-10.78
"302","5-Year Average","X2010.09",-5.14,"2010","09","-5.14",-5.14
"303","10-Year Average","X2010.09",-0.28,"2010","09","-0.28",-0.28
"304","Operating Cash Flow Growth % YOY","X2010.09",NA,"2010","09","",NA
"305","Free Cash Flow Growth % YOY","X2010.09",NA,"2010","09","",NA
"306","Cap Ex as a % of Sales","X2010.09",0.0375,"2010","09","3.75",3.75
"307","Free Cash Flow/Sales %","X2010.09",0.2383,"2010","09","23.83",23.83
"308","Free Cash Flow/Net Income","X2010.09",1.2,"2010","09","1.20",1.2
"309","Cash & Short-Term Investments","X2010.09",9.29,"2010","09","9.29",9.29
"310","Accounts Receivable","X2010.09",NA,"2010","09","",NA
"311","Inventory","X2010.09",NA,"2010","09","",NA
"312","Other Current Assets","X2010.09",NA,"2010","09","",NA
"313","Total Current Assets","X2010.09",NA,"2010","09","",NA
"314","Net PP&E","X2010.09",0.26,"2010","09","0.26",0.26
"315","Intangibles","X2010.09",1.03,"2010","09","1.03",1.03
"316","Other Long-Term Assets","X2010.09",NA,"2010","09","",NA
"317","Total Assets","X2010.09",100,"2010","09","100.00",100
"318","Accounts Payable","X2010.09",NA,"2010","09","",NA
"319","Short-Term Debt","X2010.09",22.07,"2010","09","22.07",22.07
"320","Taxes Payable","X2010.09",NA,"2010","09","",NA
"321","Accrued Liabilities","X2010.09",NA,"2010","09","",NA
"322","Other Short-Term Liabilities","X2010.09",NA,"2010","09","",NA
"323","Total Current Liabilities","X2010.09",NA,"2010","09","",NA
"324","Long-Term Debt","X2010.09",1.13,"2010","09","1.13",1.13
"325","Other Long-Term Liabilities","X2010.09",NA,"2010","09","",NA
"326","Total Liabilities","X2010.09",94.32,"2010","09","94.32",94.32
"327","Total Stockholders' Equity","X2010.09",5.68,"2010","09","5.68",5.68
"328","Total Liabilities & Equity","X2010.09",100,"2010","09","100.00",100
"329","Current Ratio","X2010.09",NA,"2010","09","",NA
"330","Quick Ratio","X2010.09",NA,"2010","09","",NA
"331","Financial Leverage","X2010.09",20.16,"2010","09","20.16",20.16
"332","Debt/Equity","X2010.09",0.23,"2010","09","0.23",0.23
"333","Days Sales Outstanding","X2010.09",NA,"2010","09","",NA
"334","Days Inventory","X2010.09",NA,"2010","09","",NA
"335","Payables Period","X2010.09",NA,"2010","09","",NA
"336","Cash Conversion Cycle","X2010.09",NA,"2010","09","",NA
"337","Receivables Turnover","X2010.09",NA,"2010","09","",NA
"338","Inventory Turnover","X2010.09",NA,"2010","09","",NA
"339","Fixed Assets Turnover","X2010.09",12.17,"2010","09","12.17",12.17
"340","Asset Turnover","X2010.09",0.03,"2010","09","0.03",0.03
"341","Revenue AUD Mil","X2011.09",16843000000,"2011","09","16,843",16843
"342","Gross Margin %","X2011.09",NA,"2011","09","",NA
"343","Operating Income AUD Mil","X2011.09",6728000000,"2011","09","6,728",6728
"344","Operating Margin %","X2011.09",0.399,"2011","09","39.9",39.9
"345","Net Income AUD Mil","X2011.09",5219000000,"2011","09","5,219",5219
"346","Earnings Per Share AUD","X2011.09",2.28,"2011","09","2.28",2.28
"347","Dividends AUD","X2011.09",2.28,"2011","09","2.28",2.28
"348","Payout Ratio % *","X2011.09",0.999,"2011","09","99.9",99.9
"349","Shares Mil","X2011.09",2172000000,"2011","09","2,172",2172
"350","Book Value Per Share * AUD","X2011.09",18.13,"2011","09","18.13",18.13
"351","Operating Cash Flow AUD Mil","X2011.09",9165000000,"2011","09","9,165",9165
"352","Cap Spending AUD Mil","X2011.09",-1068000000,"2011","09","-1,068",-1068
"353","Free Cash Flow AUD Mil","X2011.09",8097000000,"2011","09","8,097",8097
"354","Free Cash Flow Per Share * AUD","X2011.09",3.73,"2011","09","3.73",3.73
"355","Working Capital AUD Mil","X2011.09",NA,"2011","09","",NA
"356","Revenue","X2011.09",100,"2011","09","100.00",100
"357","COGS","X2011.09",NA,"2011","09","",NA
"358","Gross Margin","X2011.09",NA,"2011","09","",NA
"359","SG&A","X2011.09",35.15,"2011","09","35.15",35.15
"360","R&D","X2011.09",NA,"2011","09","",NA
"361","Other","X2011.09",14.51,"2011","09","14.51",14.51
"362","Operating Margin","X2011.09",39.95,"2011","09","39.95",39.95
"363","Net Int Inc & Other","X2011.09",-10.39,"2011","09","-10.39",-10.39
"364","EBT Margin","X2011.09",39.95,"2011","09","39.95",39.95
"365","Tax Rate %","X2011.09",0.2241,"2011","09","22.41",22.41
"366","Net Margin %","X2011.09",0.2943,"2011","09","29.43",29.43
"367","Asset Turnover (Average)","X2011.09",0.02,"2011","09","0.02",0.02
"368","Return on Assets %","X2011.09",0.0069,"2011","09","0.69",0.69
"369","Financial Leverage (Average)","X2011.09",19.04,"2011","09","19.04",19.04
"370","Return on Equity %","X2011.09",0.1347,"2011","09","13.47",13.47
"371","Return on Invested Capital %","X2011.09",NA,"2011","09","",NA
"372","Interest Coverage","X2011.09",NA,"2011","09","",NA
"373","Year over Year","X2011.09",-20.79,"2011","09","-20.79",-20.79
"374","3-Year Average","X2011.09",-12.04,"2011","09","-12.04",-12.04
"375","5-Year Average","X2011.09",-4.63,"2011","09","-4.63",-4.63
"376","10-Year Average","X2011.09",2.5,"2011","09","2.50",2.5
"377","Year over Year","X2011.09",18.53,"2011","09","18.53",18.53
"378","3-Year Average","X2011.09",28.82,"2011","09","28.82",28.82
"379","5-Year Average","X2011.09",-1.55,"2011","09","-1.55",-1.55
"380","10-Year Average","X2011.09",5.39,"2011","09","5.39",5.39
"381","Year over Year","X2011.09",23.56,"2011","09","23.56",23.56
"382","3-Year Average","X2011.09",4.79,"2011","09","4.79",4.79
"383","5-Year Average","X2011.09",3.51,"2011","09","3.51",3.51
"384","10-Year Average","X2011.09",9.62,"2011","09","9.62",9.62
"385","Year over Year","X2011.09",21.46,"2011","09","21.46",21.46
"386","3-Year Average","X2011.09",-3.91,"2011","09","-3.91",-3.91
"387","5-Year Average","X2011.09",-2.43,"2011","09","-2.43",-2.43
"388","10-Year Average","X2011.09",6.62,"2011","09","6.62",6.62
"389","Operating Cash Flow Growth % YOY","X2011.09",NA,"2011","09","",NA
"390","Free Cash Flow Growth % YOY","X2011.09",NA,"2011","09","",NA
"391","Cap Ex as a % of Sales","X2011.09",0.0634,"2011","09","6.34",6.34
"392","Free Cash Flow/Sales %","X2011.09",0.4807,"2011","09","48.07",48.07
"393","Free Cash Flow/Net Income","X2011.09",1.55,"2011","09","1.55",1.55
"394","Cash & Short-Term Investments","X2011.09",9.84,"2011","09","9.84",9.84
"395","Accounts Receivable","X2011.09",NA,"2011","09","",NA
"396","Inventory","X2011.09",NA,"2011","09","",NA
"397","Other Current Assets","X2011.09",NA,"2011","09","",NA
"398","Total Current Assets","X2011.09",NA,"2011","09","",NA
"399","Net PP&E","X2011.09",0.25,"2011","09","0.25",0.25
"400","Intangibles","X2011.09",0.96,"2011","09","0.96",0.96
"401","Other Long-Term Assets","X2011.09",NA,"2011","09","",NA
"402","Total Assets","X2011.09",100,"2011","09","100.00",100
