"","metric","variable","value","year","month","raw_value","untrans_value"
"176","Earnings Per Share CNY","X2009.12",5.8,"2009","12","5.80",5.8
"177","Dividends CNY","X2009.12",0.99,"2009","12","0.99",0.99
"178","Payout Ratio % *","X2009.12",0.171,"2009","12","17.1",17.1
"179","Shares Mil","X2009.12",5653000000,"2009","12","5,653",5653
"180","Book Value Per Share * CNY","X2009.12",5.47,"2009","12","5.47",5.47
"181","Operating Cash Flow CNY Mil","X2009.12",149700000000,"2009","12","149,700",149700
"182","Cap Spending CNY Mil","X2009.12",-2841000000,"2009","12","-2,841",-2841
"183","Free Cash Flow CNY Mil","X2009.12",146859000000,"2009","12","146,859",146859
"184","Free Cash Flow Per Share * CNY","X2009.12",3.8,"2009","12","3.80",3.8
"185","Working Capital CNY Mil","X2009.12",NA,"2009","12","",NA
"186","Revenue","X2009.12",100,"2009","12","100.00",100
"187","COGS","X2009.12",NA,"2009","12","",NA
"188","Gross Margin","X2009.12",NA,"2009","12","",NA
"189","SG&A","X2009.12",5.52,"2009","12","5.52",5.52
"190","R&D","X2009.12",NA,"2009","12","",NA
"191","Other","X2009.12",82.39,"2009","12","82.39",82.39
"192","Operating Margin","X2009.12",12.1,"2009","12","12.10",12.1
"193","Net Int Inc & Other","X2009.12",0.21,"2009","12","0.21",0.21
"194","EBT Margin","X2009.12",12.3,"2009","12","12.30",12.3
"195","Tax Rate %","X2009.12",0.2086,"2009","12","20.86",20.86
"196","Net Margin %","X2009.12",0.0969,"2009","12","9.69",9.69
"197","Asset Turnover (Average)","X2009.12",0.3,"2009","12","0.30",0.3
"198","Return on Assets %","X2009.12",0.029,"2009","12","2.90",2.9
"199","Financial Leverage (Average)","X2009.12",5.81,"2009","12","5.81",5.81
"200","Return on Equity %","X2009.12",0.1679,"2009","12","16.79",16.79
"201","Return on Invested Capital %","X2009.12",NA,"2009","12","",NA
"202","Interest Coverage","X2009.12",NA,"2009","12","",NA
"203","Year over Year","X2009.12",103.4,"2009","12","103.40",103.4
"204","3-Year Average","X2009.12",32.06,"2009","12","32.06",32.06
"205","5-Year Average","X2009.12",34.6,"2009","12","34.60",34.6
"206","10-Year Average","X2009.12",NA,"2009","12","",NA
"207","Year over Year","X2009.12",81.79,"2009","12","81.79",81.79
"208","3-Year Average","X2009.12",17.03,"2009","12","17.03",17.03
"209","5-Year Average","X2009.12",33.99,"2009","12","33.99",33.99
"210","10-Year Average","X2009.12",NA,"2009","12","",NA
"211","Year over Year","X2009.12",54.54,"2009","12","54.54",54.54
"212","3-Year Average","X2009.12",17.92,"2009","12","17.92",17.92
"213","5-Year Average","X2009.12",35.6,"2009","12","35.60",35.6
"214","10-Year Average","X2009.12",NA,"2009","12","",NA
"215","Year over Year","X2009.12",54.67,"2009","12","54.67",54.67
"216","3-Year Average","X2009.12",15.65,"2009","12","15.65",15.65
"217","5-Year Average","X2009.12",33.84,"2009","12","33.84",33.84
"218","10-Year Average","X2009.12",NA,"2009","12","",NA
"219","Operating Cash Flow Growth % YOY","X2009.12",NA,"2009","12","",NA
"220","Free Cash Flow Growth % YOY","X2009.12",NA,"2009","12","",NA
"221","Cap Ex as a % of Sales","X2009.12",0.0084,"2009","12","0.84",0.84
"222","Free Cash Flow/Sales %","X2009.12",0.4328,"2009","12","43.28",43.28
"223","Free Cash Flow/Net Income","X2009.12",4.47,"2009","12","4.47",4.47
"224","Cash & Short-Term Investments","X2009.12",31.08,"2009","12","31.08",31.08
"225","Accounts Receivable","X2009.12",0.56,"2009","12","0.56",0.56
"226","Inventory","X2009.12",NA,"2009","12","",NA
"227","Other Current Assets","X2009.12",NA,"2009","12","",NA
"228","Total Current Assets","X2009.12",NA,"2009","12","",NA
"229","Net PP&E","X2009.12",1.42,"2009","12","1.42",1.42
"230","Intangibles","X2009.12",NA,"2009","12","",NA
"231","Other Long-Term Assets","X2009.12",NA,"2009","12","",NA
"232","Total Assets","X2009.12",100,"2009","12","100.00",100
"233","Accounts Payable","X2009.12",5.23,"2009","12","5.23",5.23
"234","Short-Term Debt","X2009.12",NA,"2009","12","",NA
"235","Taxes Payable","X2009.12",0.31,"2009","12","0.31",0.31
"236","Accrued Liabilities","X2009.12",NA,"2009","12","",NA
"237","Other Short-Term Liabilities","X2009.12",NA,"2009","12","",NA
"238","Total Current Liabilities","X2009.12",NA,"2009","12","",NA
"239","Long-Term Debt","X2009.12",NA,"2009","12","",NA
"240","Other Long-Term Liabilities","X2009.12",NA,"2009","12","",NA
"241","Total Liabilities","X2009.12",82.79,"2009","12","82.79",82.79
"242","Total Stockholders' Equity","X2009.12",17.21,"2009","12","17.21",17.21
"243","Total Liabilities & Equity","X2009.12",100,"2009","12","100.00",100
"244","Current Ratio","X2009.12",NA,"2009","12","",NA
"245","Quick Ratio","X2009.12",NA,"2009","12","",NA
"246","Financial Leverage","X2009.12",5.81,"2009","12","5.81",5.81
"247","Debt/Equity","X2009.12",NA,"2009","12","",NA
"248","Days Sales Outstanding","X2009.12",NA,"2009","12","",NA
"249","Days Inventory","X2009.12",NA,"2009","12","",NA
"250","Payables Period","X2009.12",NA,"2009","12","",NA
"251","Cash Conversion Cycle","X2009.12",NA,"2009","12","",NA
"252","Receivables Turnover","X2009.12",NA,"2009","12","",NA
"253","Inventory Turnover","X2009.12",NA,"2009","12","",NA
"254","Fixed Assets Turnover","X2009.12",19.05,"2009","12","19.05",19.05
"255","Asset Turnover","X2009.12",0.3,"2009","12","0.30",0.3
"256","Revenue CNY Mil","X2010.12",385838000000,"2010","12","385,838",385838
"257","Gross Margin %","X2010.12",NA,"2010","12","",NA
"258","Operating Income CNY Mil","X2010.12",39237000000,"2010","12","39,237",39237
"259","Operating Margin %","X2010.12",0.102,"2010","12","10.2",10.2
"260","Net Income CNY Mil","X2010.12",33626000000,"2010","12","33,626",33626
"261","Earnings Per Share CNY","X2010.12",5.95,"2010","12","5.95",5.95
"262","Dividends CNY","X2010.12",3.11,"2010","12","3.11",3.11
"263","Payout Ratio % *","X2010.12",0.523,"2010","12","52.3",52.3
"264","Shares Mil","X2010.12",5653000000,"2010","12","5,653",5653
"265","Book Value Per Share * CNY","X2010.12",5.57,"2010","12","5.57",5.57
"266","Operating Cash Flow CNY Mil","X2010.12",178600000000,"2010","12","178,600",178600
"267","Cap Spending CNY Mil","X2010.12",-4849000000,"2010","12","-4,849",-4849
"268","Free Cash Flow CNY Mil","X2010.12",173751000000,"2010","12","173,751",173751
"269","Free Cash Flow Per Share * CNY","X2010.12",4.63,"2010","12","4.63",4.63
"270","Working Capital CNY Mil","X2010.12",NA,"2010","12","",NA
"271","Revenue","X2010.12",100,"2010","12","100.00",100
"272","COGS","X2010.12",NA,"2010","12","",NA
"273","Gross Margin","X2010.12",NA,"2010","12","",NA
"274","SG&A","X2010.12",5.26,"2010","12","5.26",5.26
"275","R&D","X2010.12",NA,"2010","12","",NA
"276","Other","X2010.12",84.57,"2010","12","84.57",84.57
"277","Operating Margin","X2010.12",10.17,"2010","12","10.17",10.17
"278","Net Int Inc & Other","X2010.12",0.46,"2010","12","0.46",0.46
"279","EBT Margin","X2010.12",10.63,"2010","12","10.63",10.63
"280","Tax Rate %","X2010.12",0.1755,"2010","12","17.55",17.55
"281","Net Margin %","X2010.12",0.0872,"2010","12","8.72",8.72
"282","Asset Turnover (Average)","X2010.12",0.29,"2010","12","0.29",0.29
"283","Return on Assets %","X2010.12",0.0255,"2010","12","2.55",2.55
"284","Financial Leverage (Average)","X2010.12",6.76,"2010","12","6.76",6.76
"285","Return on Equity %","X2010.12",0.1602,"2010","12","16.02",16.02
"286","Return on Invested Capital %","X2010.12",NA,"2010","12","",NA
"287","Interest Coverage","X2010.12",NA,"2010","12","",NA
"288","Year over Year","X2010.12",13.72,"2010","12","13.72",13.72
"289","3-Year Average","X2010.12",26.33,"2010","12","26.33",26.33
"290","5-Year Average","X2010.12",31.48,"2010","12","31.48",31.48
"291","10-Year Average","X2010.12",NA,"2010","12","",NA
"292","Year over Year","X2010.12",-4.4,"2010","12","-4.40",-4.4
"293","3-Year Average","X2010.12",-4.45,"2010","12","-4.45",-4.45
"294","5-Year Average","X2010.12",27.8,"2010","12","27.80",27.8
"295","10-Year Average","X2010.12",NA,"2010","12","",NA
"296","Year over Year","X2010.12",2.27,"2010","12","2.27",2.27
"297","3-Year Average","X2010.12",-4.87,"2010","12","-4.87",-4.87
"298","5-Year Average","X2010.12",29.13,"2010","12","29.13",29.13
"299","10-Year Average","X2010.12",NA,"2010","12","",NA
"300","Year over Year","X2010.12",2.59,"2010","12","2.59",2.59
"301","3-Year Average","X2010.12",-4.82,"2010","12","-4.82",-4.82
"302","5-Year Average","X2010.12",27.72,"2010","12","27.72",27.72
"303","10-Year Average","X2010.12",NA,"2010","12","",NA
"304","Operating Cash Flow Growth % YOY","X2010.12",NA,"2010","12","",NA
"305","Free Cash Flow Growth % YOY","X2010.12",NA,"2010","12","",NA
"306","Cap Ex as a % of Sales","X2010.12",0.0126,"2010","12","1.26",1.26
"307","Free Cash Flow/Sales %","X2010.12",0.4503,"2010","12","45.03",45.03
"308","Free Cash Flow/Net Income","X2010.12",5.17,"2010","12","5.17",5.17
"309","Cash & Short-Term Investments","X2010.12",34.7,"2010","12","34.70",34.7
"310","Accounts Receivable","X2010.12",0.52,"2010","12","0.52",0.52
"311","Inventory","X2010.12",NA,"2010","12","",NA
"312","Other Current Assets","X2010.12",NA,"2010","12","",NA
"313","Total Current Assets","X2010.12",NA,"2010","12","",NA
"314","Net PP&E","X2010.12",1.34,"2010","12","1.34",1.34
"315","Intangibles","X2010.12",NA,"2010","12","",NA
"316","Other Long-Term Assets","X2010.12",NA,"2010","12","",NA
"317","Total Assets","X2010.12",100,"2010","12","100.00",100
"318","Accounts Payable","X2010.12",4.33,"2010","12","4.33",4.33
"319","Short-Term Debt","X2010.12",NA,"2010","12","",NA
"320","Taxes Payable","X2010.12",NA,"2010","12","",NA
"321","Accrued Liabilities","X2010.12",NA,"2010","12","",NA
"322","Other Short-Term Liabilities","X2010.12",NA,"2010","12","",NA
"323","Total Current Liabilities","X2010.12",NA,"2010","12","",NA
"324","Long-Term Debt","X2010.12",NA,"2010","12","",NA
"325","Other Long-Term Liabilities","X2010.12",NA,"2010","12","",NA
"326","Total Liabilities","X2010.12",85.2,"2010","12","85.20",85.2
"327","Total Stockholders' Equity","X2010.12",14.8,"2010","12","14.80",14.8
"328","Total Liabilities & Equity","X2010.12",100,"2010","12","100.00",100
"329","Current Ratio","X2010.12",NA,"2010","12","",NA
"330","Quick Ratio","X2010.12",NA,"2010","12","",NA
"331","Financial Leverage","X2010.12",6.76,"2010","12","6.76",6.76
"332","Debt/Equity","X2010.12",NA,"2010","12","",NA
"333","Days Sales Outstanding","X2010.12",NA,"2010","12","",NA
"334","Days Inventory","X2010.12",NA,"2010","12","",NA
"335","Payables Period","X2010.12",NA,"2010","12","",NA
"336","Cash Conversion Cycle","X2010.12",NA,"2010","12","",NA
"337","Receivables Turnover","X2010.12",NA,"2010","12","",NA
"338","Inventory Turnover","X2010.12",NA,"2010","12","",NA
"339","Fixed Assets Turnover","X2010.12",21.19,"2010","12","21.19",21.19
"340","Asset Turnover","X2010.12",0.29,"2010","12","0.29",0.29
"341","Revenue CNY Mil","X2011.12",370899000000,"2011","12","370,899",370899
"342","Gross Margin %","X2011.12",NA,"2011","12","",NA
"343","Operating Income CNY Mil","X2011.12",18300000000,"2011","12","18,300",18300
"344","Operating Margin %","X2011.12",0.049,"2011","12","4.9",4.9
"345","Net Income CNY Mil","X2011.12",18331000000,"2011","12","18,331",18331
"346","Earnings Per Share CNY","X2011.12",3.25,"2011","12","3.25",3.25
"347","Dividends CNY","X2011.12",1.99,"2011","12","1.99",1.99
"348","Payout Ratio % *","X2011.12",0.443,"2011","12","44.3",44.3
"349","Shares Mil","X2011.12",5653000000,"2011","12","5,653",5653
"350","Book Value Per Share * CNY","X2011.12",4.92,"2011","12","4.92",4.92
"351","Operating Cash Flow CNY Mil","X2011.12",133953000000,"2011","12","133,953",133953
"352","Cap Spending CNY Mil","X2011.12",-4850000000,"2011","12","-4,850",-4850
"353","Free Cash Flow CNY Mil","X2011.12",129103000000,"2011","12","129,103",129103
"354","Free Cash Flow Per Share * CNY","X2011.12",3.97,"2011","12","3.97",3.97
"355","Working Capital CNY Mil","X2011.12",NA,"2011","12","",NA
"356","Revenue","X2011.12",100,"2011","12","100.00",100
"357","COGS","X2011.12",NA,"2011","12","",NA
"358","Gross Margin","X2011.12",NA,"2011","12","",NA
"359","SG&A","X2011.12",5.81,"2011","12","5.81",5.81
"360","R&D","X2011.12",NA,"2011","12","",NA
"361","Other","X2011.12",89.26,"2011","12","89.26",89.26
"362","Operating Margin","X2011.12",4.93,"2011","12","4.93",4.93
"363","Net Int Inc & Other","X2011.12",0.6,"2011","12","0.60",0.6
"364","EBT Margin","X2011.12",5.53,"2011","12","5.53",5.53
"365","Tax Rate %","X2011.12",0.0986,"2011","12","9.86",9.86
"366","Net Margin %","X2011.12",0.0494,"2011","12","4.94",4.94
"367","Asset Turnover (Average)","X2011.12",0.25,"2011","12","0.25",0.25
"368","Return on Assets %","X2011.12",0.0122,"2011","12","1.22",1.22
"369","Financial Leverage (Average)","X2011.12",8.27,"2011","12","8.27",8.27
"370","Return on Equity %","X2011.12",0.0916,"2011","12","9.16",9.16
"371","Return on Invested Capital %","X2011.12",NA,"2011","12","",NA
"372","Interest Coverage","X2011.12",NA,"2011","12","",NA
"373","Year over Year","X2011.12",-3.87,"2011","12","-3.87",-3.87
"374","3-Year Average","X2011.12",30.52,"2011","12","30.52",30.52
"375","5-Year Average","X2011.12",20.28,"2011","12","20.28",20.28
"376","10-Year Average","X2011.12",19.74,"2011","12","19.74",19.74
"377","Year over Year","X2011.12",-53.36,"2011","12","-53.36",-53.36
"378","3-Year Average","X2011.12",-6.76,"2011","12","-6.76",-6.76
"379","5-Year Average","X2011.12",-6.5,"2011","12","-6.50",-6.5
"380","10-Year Average","X2011.12",NA,"2011","12","",NA
"381","Year over Year","X2011.12",-45.49,"2011","12","-45.49",-45.49
"382","3-Year Average","X2011.12",-4.85,"2011","12","-4.85",-4.85
"383","5-Year Average","X2011.12",-1.78,"2011","12","-1.78",-1.78
"384","10-Year Average","X2011.12",NA,"2011","12","",NA
"385","Year over Year","X2011.12",-45.38,"2011","12","-45.38",-45.38
"386","3-Year Average","X2011.12",-4.66,"2011","12","-4.66",-4.66
"387","5-Year Average","X2011.12",-2.82,"2011","12","-2.82",-2.82
"388","10-Year Average","X2011.12",NA,"2011","12","",NA
"389","Operating Cash Flow Growth % YOY","X2011.12",NA,"2011","12","",NA
"390","Free Cash Flow Growth % YOY","X2011.12",NA,"2011","12","",NA
"391","Cap Ex as a % of Sales","X2011.12",0.0131,"2011","12","1.31",1.31
"392","Free Cash Flow/Sales %","X2011.12",0.3481,"2011","12","34.81",34.81
"393","Free Cash Flow/Net Income","X2011.12",7.04,"2011","12","7.04",7.04
"394","Cash & Short-Term Investments","X2011.12",36.41,"2011","12","36.41",36.41
"395","Accounts Receivable","X2011.12",0.52,"2011","12","0.52",0.52
"396","Inventory","X2011.12",NA,"2011","12","",NA
"397","Other Current Assets","X2011.12",NA,"2011","12","",NA
"398","Total Current Assets","X2011.12",NA,"2011","12","",NA
"399","Net PP&E","X2011.12",1.28,"2011","12","1.28",1.28
"400","Intangibles","X2011.12",NA,"2011","12","",NA
"401","Other Long-Term Assets","X2011.12",NA,"2011","12","",NA
"402","Total Assets","X2011.12",100,"2011","12","100.00",100
"403","Accounts Payable","X2011.12",5.62,"2011","12","5.62",5.62
"404","Short-Term Debt","X2011.12",NA,"2011","12","",NA
"405","Taxes Payable","X2011.12",0.05,"2011","12","0.05",0.05
"406","Accrued Liabilities","X2011.12",NA,"2011","12","",NA
"407","Other Short-Term Liabilities","X2011.12",NA,"2011","12","",NA
