"","metric","variable","value","year","month","raw_value","untrans_value"
"45","Year over Year","X2007.12",25.22,"2007","12","25.22",25.22
"46","3-Year Average","X2007.12",29.33,"2007","12","29.33",29.33
"47","5-Year Average","X2007.12",NA,"2007","12","",NA
"48","10-Year Average","X2007.12",NA,"2007","12","",NA
"49","Operating Cash Flow Growth % YOY","X2007.12",NA,"2007","12","",NA
"50","Free Cash Flow Growth % YOY","X2007.12",NA,"2007","12","",NA
"51","Cap Ex as a % of Sales","X2007.12",0.0061,"2007","12","0.61",0.61
"52","Free Cash Flow/Sales %","X2007.12",-0.0347,"2007","12","-3.47",-3.47
"53","Free Cash Flow/Net Income","X2007.12",-0.33,"2007","12","-0.33",-0.33
"54","Cash & Short-Term Investments","X2007.12",3.58,"2007","12","3.58",3.58
"55","Accounts Receivable","X2007.12",NA,"2007","12","",NA
"56","Inventory","X2007.12",NA,"2007","12","",NA
"57","Other Current Assets","X2007.12",NA,"2007","12","",NA
"58","Total Current Assets","X2007.12",NA,"2007","12","",NA
"59","Net PP&E","X2007.12",0.51,"2007","12","0.51",0.51
"60","Intangibles","X2007.12",1.19,"2007","12","1.19",1.19
"61","Other Long-Term Assets","X2007.12",NA,"2007","12","",NA
"62","Total Assets","X2007.12",100,"2007","12","100.00",100
"63","Accounts Payable","X2007.12",NA,"2007","12","",NA
"64","Short-Term Debt","X2007.12",NA,"2007","12","",NA
"65","Taxes Payable","X2007.12",NA,"2007","12","",NA
"66","Accrued Liabilities","X2007.12",NA,"2007","12","",NA
"67","Other Short-Term Liabilities","X2007.12",NA,"2007","12","",NA
"68","Total Current Liabilities","X2007.12",NA,"2007","12","",NA
"69","Long-Term Debt","X2007.12",4.53,"2007","12","4.53",4.53
"70","Other Long-Term Liabilities","X2007.12",NA,"2007","12","",NA
"71","Total Liabilities","X2007.12",92.8,"2007","12","92.80",92.8
"72","Total Stockholders' Equity","X2007.12",7.2,"2007","12","7.20",7.2
"73","Total Liabilities & Equity","X2007.12",100,"2007","12","100.00",100
"74","Current Ratio","X2007.12",NA,"2007","12","",NA
"75","Quick Ratio","X2007.12",NA,"2007","12","",NA
"76","Financial Leverage","X2007.12",14.28,"2007","12","14.28",14.28
"77","Debt/Equity","X2007.12",0.64,"2007","12","0.64",0.64
"78","Days Sales Outstanding","X2007.12",NA,"2007","12","",NA
"79","Days Inventory","X2007.12",NA,"2007","12","",NA
"80","Payables Period","X2007.12",NA,"2007","12","",NA
"81","Cash Conversion Cycle","X2007.12",NA,"2007","12","",NA
"82","Receivables Turnover","X2007.12",NA,"2007","12","",NA
"83","Inventory Turnover","X2007.12",NA,"2007","12","",NA
"84","Fixed Assets Turnover","X2007.12",28.46,"2007","12","28.46",28.46
"85","Asset Turnover","X2007.12",0.14,"2007","12","0.14",0.14
"86","Revenue USD Mil","X2008.12",32349000000,"2008","12","32,349",32349
"87","Gross Margin %","X2008.12",NA,"2008","12","",NA
"88","Operating Income USD Mil","X2008.12",2664000000,"2008","12","2,664",2664
"89","Operating Margin %","X2008.12",0.082,"2008","12","8.2",8.2
"90","Net Income USD Mil","X2008.12",3116000000,"2008","12","3,116",3116
"91","Earnings Per Share USD","X2008.12",2.16,"2008","12","2.16",2.16
"92","Dividends USD","X2008.12",1.22,"2008","12","1.22",1.22
"93","Payout Ratio % *","X2008.12",0.565,"2008","12","56.5",56.5
"94","Shares Mil","X2008.12",1390000000,"2008","12","1,390",1390
"95","Book Value Per Share * USD","X2008.12",16.73,"2008","12","16.73",16.73
"96","Operating Cash Flow USD Mil","X2008.12",7050000000,"2008","12","7,050",7050
"97","Cap Spending USD Mil","X2008.12",-444000000,"2008","12","-444",-444
"98","Free Cash Flow USD Mil","X2008.12",6606000000,"2008","12","6,606",6606
"99","Free Cash Flow Per Share * USD","X2008.12",4.75,"2008","12","4.75",4.75
"100","Working Capital USD Mil","X2008.12",NA,"2008","12","",NA
"101","Revenue","X2008.12",100,"2008","12","100.00",100
"102","COGS","X2008.12",NA,"2008","12","",NA
"103","Gross Margin","X2008.12",NA,"2008","12","",NA
"104","SG&A","X2008.12",20.8,"2008","12","20.80",20.8
"105","R&D","X2008.12",NA,"2008","12","",NA
"106","Other","X2008.12",70.96,"2008","12","70.96",70.96
"107","Operating Margin","X2008.12",8.24,"2008","12","8.24",8.24
"108","Net Int Inc & Other","X2008.12",NA,"2008","12","",NA
"109","EBT Margin","X2008.12",8.23,"2008","12","8.23",8.23
"110","Tax Rate %","X2008.12",NA,"2008","12","",NA
"111","Net Margin %","X2008.12",0.0939,"2008","12","9.39",9.39
"112","Asset Turnover (Average)","X2008.12",0.09,"2008","12","0.09",0.09
"113","Return on Assets %","X2008.12",0.0085,"2008","12","0.85",0.85
"114","Financial Leverage (Average)","X2008.12",14.32,"2008","12","14.32",14.32
"115","Return on Equity %","X2008.12",0.1212,"2008","12","12.12",12.12
"116","Return on Invested Capital %","X2008.12",NA,"2008","12","",NA
"117","Interest Coverage","X2008.12",NA,"2008","12","",NA
"118","Year over Year","X2008.12",-41.36,"2008","12","-41.36",-41.36
"119","3-Year Average","X2008.12",-21.62,"2008","12","-21.62",-21.62
"120","5-Year Average","X2008.12",-8.92,"2008","12","-8.92",-8.92
"121","10-Year Average","X2008.12",NA,"2008","12","",NA
"122","Year over Year","X2008.12",-64.46,"2008","12","-64.46",-64.46
"123","3-Year Average","X2008.12",-21.3,"2008","12","-21.30",-21.3
"124","5-Year Average","X2008.12",-6.59,"2008","12","-6.59",-6.59
"125","10-Year Average","X2008.12",NA,"2008","12","",NA
"126","Year over Year","X2008.12",-45.41,"2008","12","-45.41",-45.41
"127","3-Year Average","X2008.12",-2.19,"2008","12","-2.19",-2.19
"128","5-Year Average","X2008.12",8.01,"2008","12","8.01",8.01
"129","10-Year Average","X2008.12",NA,"2008","12","",NA
"130","Year over Year","X2008.12",-44.08,"2008","12","-44.08",-44.08
"131","3-Year Average","X2008.12",-0.26,"2008","12","-0.26",-0.26
"132","5-Year Average","X2008.12",7.87,"2008","12","7.87",7.87
"133","10-Year Average","X2008.12",NA,"2008","12","",NA
"134","Operating Cash Flow Growth % YOY","X2008.12",NA,"2008","12","",NA
"135","Free Cash Flow Growth % YOY","X2008.12",NA,"2008","12","",NA
"136","Cap Ex as a % of Sales","X2008.12",0.0137,"2008","12","1.37",1.37
"137","Free Cash Flow/Sales %","X2008.12",0.2042,"2008","12","20.42",20.42
"138","Free Cash Flow/Net Income","X2008.12",2.12,"2008","12","2.12",2.12
"139","Cash & Short-Term Investments","X2008.12",3.65,"2008","12","3.65",3.65
"140","Accounts Receivable","X2008.12",NA,"2008","12","",NA
"141","Inventory","X2008.12",NA,"2008","12","",NA
"142","Other Current Assets","X2008.12",NA,"2008","12","",NA
"143","Total Current Assets","X2008.12",NA,"2008","12","",NA
"144","Net PP&E","X2008.12",0.58,"2008","12","0.58",0.58
"145","Intangibles","X2008.12",2.53,"2008","12","2.53",2.53
"146","Other Long-Term Assets","X2008.12",NA,"2008","12","",NA
"147","Total Assets","X2008.12",100,"2008","12","100.00",100
"148","Accounts Payable","X2008.12",NA,"2008","12","",NA
"149","Short-Term Debt","X2008.12",NA,"2008","12","",NA
"150","Taxes Payable","X2008.12",NA,"2008","12","",NA
"151","Accrued Liabilities","X2008.12",NA,"2008","12","",NA
"152","Other Short-Term Liabilities","X2008.12",NA,"2008","12","",NA
"153","Total Current Liabilities","X2008.12",NA,"2008","12","",NA
"154","Long-Term Debt","X2008.12",4.81,"2008","12","4.81",4.81
"155","Other Long-Term Liabilities","X2008.12",NA,"2008","12","",NA
"156","Total Liabilities","X2008.12",92.88,"2008","12","92.88",92.88
"157","Total Stockholders' Equity","X2008.12",7.12,"2008","12","7.12",7.12
"158","Total Liabilities & Equity","X2008.12",100,"2008","12","100.00",100
"159","Current Ratio","X2008.12",NA,"2008","12","",NA
"160","Quick Ratio","X2008.12",NA,"2008","12","",NA
"161","Financial Leverage","X2008.12",14.32,"2008","12","14.32",14.32
"162","Debt/Equity","X2008.12",0.69,"2008","12","0.69",0.69
"163","Days Sales Outstanding","X2008.12",NA,"2008","12","",NA
"164","Days Inventory","X2008.12",NA,"2008","12","",NA
"165","Payables Period","X2008.12",NA,"2008","12","",NA
"166","Cash Conversion Cycle","X2008.12",NA,"2008","12","",NA
"167","Receivables Turnover","X2008.12",NA,"2008","12","",NA
"168","Inventory Turnover","X2008.12",NA,"2008","12","",NA
"169","Fixed Assets Turnover","X2008.12",16.76,"2008","12","16.76",16.76
"170","Asset Turnover","X2008.12",0.09,"2008","12","0.09",0.09
"171","Revenue USD Mil","X2009.12",70118000000,"2009","12","70,118",70118
"172","Gross Margin %","X2009.12",NA,"2009","12","",NA
"173","Operating Income USD Mil","X2009.12",5536000000,"2009","12","5,536",5536
"174","Operating Margin %","X2009.12",0.079,"2009","12","7.9",7.9
"175","Net Income USD Mil","X2009.12",3983000000,"2009","12","3,983",3983
"176","Earnings Per Share USD","X2009.12",2.76,"2009","12","2.76",2.76
"177","Dividends USD","X2009.12",0.96,"2009","12","0.96",0.96
"178","Payout Ratio % *","X2009.12",0.429,"2009","12","42.9",42.9
"179","Shares Mil","X2009.12",1430000000,"2009","12","1,430",1430
"180","Book Value Per Share * USD","X2009.12",20.19,"2009","12","20.19",20.19
"181","Operating Cash Flow USD Mil","X2009.12",-2470000000,"2009","12","-2,470",-2470
"182","Cap Spending USD Mil","X2009.12",-359000000,"2009","12","-359",-359
"183","Free Cash Flow USD Mil","X2009.12",-2829000000,"2009","12","-2,829",-2829
"184","Free Cash Flow Per Share * USD","X2009.12",-1.98,"2009","12","-1.98",-1.98
"185","Working Capital USD Mil","X2009.12",NA,"2009","12","",NA
"186","Revenue","X2009.12",100,"2009","12","100.00",100
"187","COGS","X2009.12",NA,"2009","12","",NA
"188","Gross Margin","X2009.12",NA,"2009","12","",NA
"189","SG&A","X2009.12",10.12,"2009","12","10.12",10.12
"190","R&D","X2009.12",NA,"2009","12","",NA
"191","Other","X2009.12",81.98,"2009","12","81.98",81.98
"192","Operating Margin","X2009.12",7.9,"2009","12","7.90",7.9
"193","Net Int Inc & Other","X2009.12",NA,"2009","12","",NA
"194","EBT Margin","X2009.12",7.9,"2009","12","7.90",7.9
"195","Tax Rate %","X2009.12",0.2858,"2009","12","28.58",28.58
"196","Net Margin %","X2009.12",0.0458,"2009","12","4.58",4.58
"197","Asset Turnover (Average)","X2009.12",0.2,"2009","12","0.20",0.2
"198","Return on Assets %","X2009.12",0.0092,"2009","12","0.92",0.92
"199","Financial Leverage (Average)","X2009.12",12.67,"2009","12","12.67",12.67
"200","Return on Equity %","X2009.12",0.1236,"2009","12","12.36",12.36
"201","Return on Invested Capital %","X2009.12",NA,"2009","12","",NA
"202","Interest Coverage","X2009.12",NA,"2009","12","",NA
"203","Year over Year","X2009.12",117.23,"2009","12","117.23",117.23
"204","3-Year Average","X2009.12",2.63,"2009","12","2.63",2.63
"205","5-Year Average","X2009.12",3.32,"2009","12","3.32",3.32
"206","10-Year Average","X2009.12",5.78,"2009","12","5.78",5.78
"207","Year over Year","X2009.12",70.08,"2009","12","70.08",70.08
"208","3-Year Average","X2009.12",-12.37,"2009","12","-12.37",-12.37
"209","5-Year Average","X2009.12",3.66,"2009","12","3.66",3.66
"210","10-Year Average","X2009.12",-1.32,"2009","12","-1.32",-1.32
"211","Year over Year","X2009.12",3.85,"2009","12","3.85",3.85
"212","3-Year Average","X2009.12",-11.22,"2009","12","-11.22",-11.22
"213","5-Year Average","X2009.12",4.58,"2009","12","4.58",4.58
"214","10-Year Average","X2009.12",-0.09,"2009","12","-0.09",-0.09
"215","Year over Year","X2009.12",3.33,"2009","12","3.33",3.33
"216","3-Year Average","X2009.12",-10.23,"2009","12","-10.23",-10.23
"217","5-Year Average","X2009.12",4.56,"2009","12","4.56",4.56
"218","10-Year Average","X2009.12",-5.27,"2009","12","-5.27",-5.27
"219","Operating Cash Flow Growth % YOY","X2009.12",NA,"2009","12","",NA
"220","Free Cash Flow Growth % YOY","X2009.12",NA,"2009","12","",NA
"221","Cap Ex as a % of Sales","X2009.12",0.0051,"2009","12","0.51",0.51
"222","Free Cash Flow/Sales %","X2009.12",-0.0403,"2009","12","-4.03",-4.03
"223","Free Cash Flow/Net Income","X2009.12",-0.71,"2009","12","-0.71",-0.71
"224","Cash & Short-Term Investments","X2009.12",3.15,"2009","12","3.15",3.15
"225","Accounts Receivable","X2009.12",NA,"2009","12","",NA
"226","Inventory","X2009.12",NA,"2009","12","",NA
"227","Other Current Assets","X2009.12",NA,"2009","12","",NA
"228","Total Current Assets","X2009.12",NA,"2009","12","",NA
"229","Net PP&E","X2009.12",0.53,"2009","12","0.53",0.53
"230","Intangibles","X2009.12",2.53,"2009","12","2.53",2.53
"231","Other Long-Term Assets","X2009.12",NA,"2009","12","",NA
"232","Total Assets","X2009.12",100,"2009","12","100.00",100
"233","Accounts Payable","X2009.12",NA,"2009","12","",NA
"234","Short-Term Debt","X2009.12",NA,"2009","12","",NA
"235","Taxes Payable","X2009.12",NA,"2009","12","",NA
"236","Accrued Liabilities","X2009.12",NA,"2009","12","",NA
"237","Other Short-Term Liabilities","X2009.12",NA,"2009","12","",NA
"238","Total Current Liabilities","X2009.12",NA,"2009","12","",NA
"239","Long-Term Debt","X2009.12",4.71,"2009","12","4.71",4.71
"240","Other Long-Term Liabilities","X2009.12",NA,"2009","12","",NA
"241","Total Liabilities","X2009.12",91.96,"2009","12","91.96",91.96
"242","Total Stockholders' Equity","X2009.12",8.04,"2009","12","8.04",8.04
"243","Total Liabilities & Equity","X2009.12",100,"2009","12","100.00",100
"244","Current Ratio","X2009.12",NA,"2009","12","",NA
"245","Quick Ratio","X2009.12",NA,"2009","12","",NA
"246","Financial Leverage","X2009.12",12.67,"2009","12","12.67",12.67
"247","Debt/Equity","X2009.12",0.6,"2009","12","0.60",0.6
"248","Days Sales Outstanding","X2009.12",NA,"2009","12","",NA
"249","Days Inventory","X2009.12",NA,"2009","12","",NA
"250","Payables Period","X2009.12",NA,"2009","12","",NA
"251","Cash Conversion Cycle","X2009.12",NA,"2009","12","",NA
"252","Receivables Turnover","X2009.12",NA,"2009","12","",NA
"253","Inventory Turnover","X2009.12",NA,"2009","12","",NA
"254","Fixed Assets Turnover","X2009.12",36.68,"2009","12","36.68",36.68
"255","Asset Turnover","X2009.12",0.2,"2009","12","0.20",0.2
"256","Revenue USD Mil","X2010.12",67850000000,"2010","12","67,850",67850
"257","Gross Margin %","X2010.12",NA,"2010","12","",NA
"258","Operating Income USD Mil","X2010.12",4868000000,"2010","12","4,868",4868
"259","Operating Margin %","X2010.12",0.072,"2010","12","7.2",7.2
"260","Net Income USD Mil","X2010.12",3513000000,"2010","12","3,513",3513
"261","Earnings Per Share USD","X2010.12",2.34,"2010","12","2.34",2.34
"262","Dividends USD","X2010.12",1.23,"2010","12","1.23",1.23
"263","Payout Ratio % *","X2010.12",0.524,"2010","12","52.4",52.4
"264","Shares Mil","X2010.12",1460000000,"2010","12","1,460",1460
"265","Book Value Per Share * USD","X2010.12",21.7,"2010","12","21.70",21.7
"266","Operating Cash Flow USD Mil","X2010.12",2310000000,"2010","12","2,310",2310
"267","Cap Spending USD Mil","X2010.12",-182000000,"2010","12","-182",-182
"268","Free Cash Flow USD Mil","X2010.12",2128000000,"2010","12","2,128",2128
"269","Free Cash Flow Per Share * USD","X2010.12",1.46,"2010","12","1.46",1.46
"270","Working Capital USD Mil","X2010.12",NA,"2010","12","",NA
"271","Revenue","X2010.12",100,"2010","12","100.00",100
"272","COGS","X2010.12",NA,"2010","12","",NA
"273","Gross Margin","X2010.12",NA,"2010","12","",NA
"274","SG&A","X2010.12",11.76,"2010","12","11.76",11.76
"275","R&D","X2010.12",NA,"2010","12","",NA
"276","Other","X2010.12",81.07,"2010","12","81.07",81.07
"277","Operating Margin","X2010.12",7.17,"2010","12","7.17",7.17
"278","Net Int Inc & Other","X2010.12",NA,"2010","12","",NA
"279","EBT Margin","X2010.12",7.17,"2010","12","7.17",7.17
"280","Tax Rate %","X2010.12",0.2783,"2010","12","27.83",27.83
"281","Net Margin %","X2010.12",0.0506,"2010","12","5.06",5.06
"282","Asset Turnover (Average)","X2010.12",0.18,"2010","12","0.18",0.18
"283","Return on Assets %","X2010.12",0.0092,"2010","12","0.92",0.92
"284","Financial Leverage (Average)","X2010.12",11.92,"2010","12","11.92",11.92
"285","Return on Equity %","X2010.12",0.1133,"2010","12","11.33",11.33
"286","Return on Invested Capital %","X2010.12",NA,"2010","12","",NA
"287","Interest Coverage","X2010.12",NA,"2010","12","",NA
"288","Year over Year","X2010.12",-3.45,"2010","12","-3.45",-3.45
"289","3-Year Average","X2010.12",7.14,"2010","12","7.14",7.14
"290","5-Year Average","X2010.12",0.2,"2010","12","0.20",0.2
"291","10-Year Average","X2010.12",6.13,"2010","12","6.13",6.13
"292","Year over Year","X2010.12",7.44,"2010","12","7.44",7.44
"293","3-Year Average","X2010.12",-13.4,"2010","12","-13.40",-13.4
"294","5-Year Average","X2010.12",-2.29,"2010","12","-2.29",-2.29
"295","10-Year Average","X2010.12",4.39,"2010","12","4.39",4.39
"296","Year over Year","X2010.12",8.56,"2010","12","8.56",8.56
"297","3-Year Average","X2010.12",-14.94,"2010","12","-14.94",-14.94
"298","5-Year Average","X2010.12",1.08,"2010","12","1.08",1.08
"299","10-Year Average","X2010.12",4.2,"2010","12","4.20",4.2
"300","Year over Year","X2010.12",4.88,"2010","12","4.88",4.88
"301","3-Year Average","X2010.12",-15.38,"2010","12","-15.38",-15.38
"302","5-Year Average","X2010.12",1.46,"2010","12","1.46",1.46
"303","10-Year Average","X2010.12",-1.55,"2010","12","-1.55",-1.55
"304","Operating Cash Flow Growth % YOY","X2010.12",NA,"2010","12","",NA
"305","Free Cash Flow Growth % YOY","X2010.12",NA,"2010","12","",NA
"306","Cap Ex as a % of Sales","X2010.12",0.0027,"2010","12","0.27",0.27
"307","Free Cash Flow/Sales %","X2010.12",0.0314,"2010","12","3.14",3.14
"308","Free Cash Flow/Net Income","X2010.12",0.61,"2010","12","0.61",0.61
"309","Cash & Short-Term Investments","X2010.12",2.28,"2010","12","2.28",2.28
"310","Accounts Receivable","X2010.12",NA,"2010","12","",NA
"311","Inventory","X2010.12",NA,"2010","12","",NA
"312","Other Current Assets","X2010.12",NA,"2010","12","",NA
"313","Total Current Assets","X2010.12",NA,"2010","12","",NA
"314","Net PP&E","X2010.12",0.45,"2010","12","0.45",0.45
"315","Intangibles","X2010.12",2.15,"2010","12","2.15",2.15
"316","Other Long-Term Assets","X2010.12",NA,"2010","12","",NA
"317","Total Assets","X2010.12",100,"2010","12","100.00",100
"318","Accounts Payable","X2010.12",NA,"2010","12","",NA
"319","Short-Term Debt","X2010.12",NA,"2010","12","",NA
"320","Taxes Payable","X2010.12",NA,"2010","12","",NA
"321","Accrued Liabilities","X2010.12",NA,"2010","12","",NA
"322","Other Short-Term Liabilities","X2010.12",NA,"2010","12","",NA
"323","Total Current Liabilities","X2010.12",NA,"2010","12","",NA
"324","Long-Term Debt","X2010.12",4.03,"2010","12","4.03",4.03
"325","Other Long-Term Liabilities","X2010.12",NA,"2010","12","",NA
"326","Total Liabilities","X2010.12",91.49,"2010","12","91.49",91.49
"327","Total Stockholders' Equity","X2010.12",8.51,"2010","12","8.51",8.51
"328","Total Liabilities & Equity","X2010.12",100,"2010","12","100.00",100
"329","Current Ratio","X2010.12",NA,"2010","12","",NA
"330","Quick Ratio","X2010.12",NA,"2010","12","",NA
"331","Financial Leverage","X2010.12",11.92,"2010","12","11.92",11.92
"332","Debt/Equity","X2010.12",0.48,"2010","12","0.48",0.48
"333","Days Sales Outstanding","X2010.12",NA,"2010","12","",NA
"334","Days Inventory","X2010.12",NA,"2010","12","",NA
"335","Payables Period","X2010.12",NA,"2010","12","",NA
"336","Cash Conversion Cycle","X2010.12",NA,"2010","12","",NA
"337","Receivables Turnover","X2010.12",NA,"2010","12","",NA
"338","Inventory Turnover","X2010.12",NA,"2010","12","",NA
"339","Fixed Assets Turnover","X2010.12",37.37,"2010","12","37.37",37.37
"340","Asset Turnover","X2010.12",0.18,"2010","12","0.18",0.18
"341","Revenue USD Mil","X2011.12",52983000000,"2011","12","52,983",52983
"342","Gross Margin %","X2011.12",NA,"2011","12","",NA
"343","Operating Income USD Mil","X2011.12",4737000000,"2011","12","4,737",4737
"344","Operating Margin %","X2011.12",0.089,"2011","12","8.9",8.9
"345","Net Income USD Mil","X2011.12",3750000000,"2011","12","3,750",3750
"346","Earnings Per Share USD","X2011.12",2.55,"2011","12","2.55",2.55
"347","Dividends USD","X2011.12",1.83,"2011","12","1.83",1.83
"348","Payout Ratio % *","X2011.12",0.633,"2011","12","63.3",63.3
"349","Shares Mil","X2011.12",1469000000,"2011","12","1,469",1469
"350","Book Value Per Share * USD","X2011.12",21.83,"2011","12","21.83",21.83
"351","Operating Cash Flow USD Mil","X2011.12",3888000000,"2011","12","3,888",3888
"352","Cap Spending USD Mil","X2011.12",-199000000,"2011","12","-199",-199
"353","Free Cash Flow USD Mil","X2011.12",3689000000,"2011","12","3,689",3689
"354","Free Cash Flow Per Share * USD","X2011.12",3.52,"2011","12","3.52",3.52
"355","Working Capital USD Mil","X2011.12",NA,"2011","12","",NA
"356","Revenue","X2011.12",100,"2011","12","100.00",100
"357","COGS","X2011.12",NA,"2011","12","",NA
"358","Gross Margin","X2011.12",NA,"2011","12","",NA
"359","SG&A","X2011.12",15.61,"2011","12","15.61",15.61
"360","R&D","X2011.12",NA,"2011","12","",NA
"361","Other","X2011.12",75.45,"2011","12","75.45",75.45
"362","Operating Margin","X2011.12",8.94,"2011","12","8.94",8.94
"363","Net Int Inc & Other","X2011.12",NA,"2011","12","",NA
"364","EBT Margin","X2011.12",8.94,"2011","12","8.94",8.94
"365","Tax Rate %","X2011.12",0.2029,"2011","12","20.29",20.29
"366","Net Margin %","X2011.12",0.0711,"2011","12","7.11",7.11
"367","Asset Turnover (Average)","X2011.12",0.14,"2011","12","0.14",0.14
"368","Return on Assets %","X2011.12",0.0099,"2011","12","0.99",0.99
"369","Financial Leverage (Average)","X2011.12",12.2,"2011","12","12.20",12.2
"370","Return on Equity %","X2011.12",0.1193,"2011","12","11.93",11.93
"371","Return on Invested Capital %","X2011.12",NA,"2011","12","",NA
"372","Interest Coverage","X2011.12",9.12,"2011","12","9.12",9.12
"373","Year over Year","X2011.12",-21.91,"2011","12","-21.91",-21.91
"374","3-Year Average","X2011.12",17.88,"2011","12","17.88",17.88
"375","5-Year Average","X2011.12",-4.01,"2011","12","-4.01",-4.01
"376","10-Year Average","X2011.12",3.25,"2011","12","3.25",3.25
"377","Year over Year","X2011.12",9.76,"2011","12","9.76",9.76
"378","3-Year Average","X2011.12",26.11,"2011","12","26.11",26.11
"379","5-Year Average","X2011.12",-4.52,"2011","12","-4.52",-4.52
"380","10-Year Average","X2011.12",NA,"2011","12","",NA
"381","Year over Year","X2011.12",7.94,"2011","12","7.94",7.94
"382","3-Year Average","X2011.12",6.76,"2011","12","6.76",6.76
"383","5-Year Average","X2011.12",-3.89,"2011","12","-3.89",-3.89
"384","10-Year Average","X2011.12",NA,"2011","12","",NA
"385","Year over Year","X2011.12",9.26,"2011","12","9.26",9.26
"386","3-Year Average","X2011.12",5.79,"2011","12","5.79",5.79
"387","5-Year Average","X2011.12",-3.68,"2011","12","-3.68",-3.68
"388","10-Year Average","X2011.12",NA,"2011","12","",NA
"389","Operating Cash Flow Growth % YOY","X2011.12",NA,"2011","12","",NA
"390","Free Cash Flow Growth % YOY","X2011.12",NA,"2011","12","",NA
"391","Cap Ex as a % of Sales","X2011.12",0.0038,"2011","12","0.38",0.38
"392","Free Cash Flow/Sales %","X2011.12",0.0696,"2011","12","6.96",6.96
"393","Free Cash Flow/Net Income","X2011.12",0.98,"2011","12","0.98",0.98
"394","Cash & Short-Term Investments","X2011.12",2.27,"2011","12","2.27",2.27
"395","Accounts Receivable","X2011.12",NA,"2011","12","",NA
"396","Inventory","X2011.12",NA,"2011","12","",NA
"397","Other Current Assets","X2011.12",NA,"2011","12","",NA
"398","Total Current Assets","X2011.12",NA,"2011","12","",NA
"399","Net PP&E","X2011.12",0.41,"2011","12","0.41",0.41
"400","Intangibles","X2011.12",2.03,"2011","12","2.03",2.03
"401","Other Long-Term Assets","X2011.12",NA,"2011","12","",NA
"402","Total Assets","X2011.12",100,"2011","12","100.00",100
"403","Accounts Payable","X2011.12",NA,"2011","12","",NA
"404","Short-Term Debt","X2011.12",NA,"2011","12","",NA
"405","Taxes Payable","X2011.12",NA,"2011","12","",NA
"406","Accrued Liabilities","X2011.12",NA,"2011","12","",NA
"407","Other Short-Term Liabilities","X2011.12",NA,"2011","12","",NA
